id,claim,label,evidence
2974,Greater social distancing could cause covid-19 in 13 weeks,REFUTED,"['The research found that if 90 percent of the Australian population adopted social distancing, the spread of COVID-19 could be controlled by July 2020, whereas social distancing of less than 70 percent would not suppress the pandemic.', 'However, if ninety percent of the population complies, then the duration could be as short as thirteen to fourteen weeks  meaning if we began tomorrow we could expect a control of COVID-19 by July, he said.', 'On the contrary, laxer protocols could mean a longer, more drawn out and ineffective struggle against COVID-19, he said.', 'If social distancing measures were adopted by at least 80 percent of the Australian population, we could expect to see a control of the spread of the COVID-19 pandemic in just over three months, new research by the University of Sydney has found.']"
3913,An immune protein could cause severe covid-19 -- if it is given at the right time,REFUTED,['These immune proteins suppress viral replication early in disease.']
340,Evolutionary arms race between virus and host drives genetic diversity in bat sars related coronavirus spike genes,SUPPORTED,"['It is speculated that the interaction between bat ACE2 and SARSr-CoV spike proteins drives diversity.', 'These results suggest that the SARSr-CoV spike protein and R. sinicus ACE2 may have coevolved over time and experienced selection pressure from each other, triggering the evolutionary arms race dynamics.']"
723,Colchicine to be investigated as a possible treatment for covid-19 in the patient trial,REFUTED,"['By including colchicine in the RECOVERY trial, we will be able to establish whether it helps tackle the worst consequences of COVID-19. It is anticipated that at least 2500 patients recruited to the RECOVERY trial will be randomly allocated to receive colchicine plus usual standard-of-care, and results will be compared with at least 2500 patients who receive the usual standard-of-care on its own.']"
233,Pandemic infection rates are deterministic but can also be modeled,REFUTED,"['Model predictions fail because the observed infection rates are beyond modeling: any model that uses fixed rates or uses memory or averages of past rates cannot reproduce the data on active infections.', 'SUMMARYREFERENCES The pandemic infection rates to two to three decimal places are an example of complexity: the infection rates can be calculated daily from the infections but they cannot be modeled and predicted from fixed initial conditions.', 'Second, model building does not and cannot reflect real epidemic data because the only correct rates emerge day by day in the daily data, cannot be usefully forecast for more than a few days in advance, and cannot be forecast at all correctly near a peak.']"
3174,Gilead data suggests coronavirus patients are responding to treatment,SUPPORTED,"['Remdesivir was one of the first medicines identified as having the potential to impact SARS-CoV-2, the novel coronavirus that causes Covid-19, in lab tests.']"
3725,Expression of sars-cov-2 receptor ace2 and the protease tmprss2 suggests susceptibility of the mouse embryo in the first trimester,REFUTED,"['Expression of ACE2 and TMPRSS2 in the pre-gastrulation human embryo.', 'Here, we examine human pre-gastrulation embryos to determine the expression patterns of the genes ACE2 , encoding the SARS-CoV-2 receptor, and TMPRSS2 , encoding a protease that cleaves both the viral spike protein and the ACE2 receptor to facilitate infection.', 'With these considerations in mind, we address here when in human development is the earliest stage at which SARS-CoV-2 receptor, angiotensin-converting enzyme 2 (ACE2), is first expressed and therefore when the human embryo could possibly become infected.', '2020The SARS-CoV-2 receptor ACE2 expression of maternal-fetal interface and fetal organs by single-cell transcriptome study.']"
2376,Safety and immunogenicity study of 2019-ncov vaccine to prevent sars-cov-2 infection,SUPPORTED,"['This clinical trial is designed to assess the safety, reactogenicity and immunogenicity of mRNA-1273 manufactured by ModernaTX, Inc. mRNA-1273 is a novel lipid nanoparticle (LNP)-encapsulated mRNA-based vaccine that encodes for a full-length, prefusion stabilized spike (S) protein of SARS-CoV-2.', 'We aimed to assess the safety and immunogenicity of an inactivated severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine candidate, BBIBP-CorV, in humans.']"
2565,Neurorx and relief therapeutics announce enrollment of 150 patients in phase 2b/3 trial of rlf-100 for critical covid-19 with respiratory failure,SUPPORTED,"['Since July 2020, more than 210 patients with Critical COVID-19 and Respiratory Failure have been treated with RLF-100 under FDA-approved protocols.']"
2328,Vitamin k2 deficiency link to covid-19 not explained in new paper,REFUTED,"['It supports an earlier study published in April that evaluated MK-7 in 123 patients with COVID-19 and 184 controls, revealing a link between vitamin K2 deficiency and disease severity.', 'The researchers write: Therefore, MK-7 deficiency can be a risk factor for increasing the severity of the COVID-19 disease and SARS-CoV-2 infected patients with comorbid conditions tend to develop acute manifestations. This paper strengthens the concept that vitamin K2 as MK-7 is a nutrient with substantial ability to protect pulmonary function during an active virus.', 'According to the authors, a profound increase in inactive matrix Gla protein (MGP) levels were observed in COVID-19 patients, indicating a poor K2 status and associated increased risk of mortality from comorbidities (such as obesity, diabetes, hypertension and cardiovascular diseases).', 'This is the second study that associates K2 status with outcomes in COVID-19 patients.']"
261,The usert have enough hospital beds for a bad coronavirus outbreak.,REFUTED,"[""Cuomo warns US won't have enough hospital beds for coronavirus pandemic Published Mon, Mar 16 202011:27 AM EDTUpdated Mon, Mar 16 202012:18 PM EDT Berkeley Lovelace Jr.@BerkeleyJr ShareShare Article via FacebookShare Article via TwitterShare Article via LinkedInShare Article via Email New York Gov."", ""Dillinger March.13.2020 at 12:32 pm >>America Doesn't Have Enough Hospital Beds To Fight the Coronavirus virus impervious to the little wheels."", 'Earlier in the outbreak, doctors warned that a larger outbreak of the new coronavirus across the U.S. could overwhelm emergency rooms and quickly cause supply shortages of some crucial medical supplies.']"
2726,Frequency and profile of objective cognitive deficits in hospitalized patients recovering from covid-19,SUPPORTED,"['This study evaluated the frequency, severity, and profile of cognitive dysfunction in hospitalized patients recovering from COVID-19.', 'A number of case reports and case series have suggested that cognitive deficits occur in patients with COVID-19.', 'The goal of our study was to evaluate the frequency, severity, and profile of cognitive deficits in hospitalized and recovering patients with COVID-19.']"
2287,Enisamium is an indicator of the sars-cov-2 rna polymerase and shows improvement of recovery in covid-19 patients in an interim analysis of a clinical trial.,REFUTED,"['Here, we report that enisamium, which can be administered orally, can prevent SARS-CoV-2 replication and that its metabolite VR17-04 can inhibit the SARS-CoV-2 RNA polymerase in vitro .', 'The researchers say the observations point to enisamium as a viable and accessible option for the treatment of SARS-CoV-2 infection and COVID-19.', '( D ) Quantification of SARS-CoV-2 RNA genome levels in NHBE cells infected with SARS-CoV-2 after treatment with enisamium iodide.', 'Here, we report that enisamium, which can be administered orally, can prevent SARS-CoV-2 replication and that its metabolite VR17-04 can inhibit the SARS-CoV-2 RNA polymerase in vitro.', 'The researchers say the findings suggest that enisamium is an inhibitor of SARS-CoV-2 RNA synthesis and shortens recovery time among COVID-19 patients who require oxygen supplementation.']"
